# Time Tags Distribution
# 2016-02-18 12:52:12
# Unit Time Diff: s
# Unit Count: 1
# Time Diff ; Count
 4.7027027E-007 ;  5.4600000E+002
 4.7108108E-007 ;  5.6900000E+002
 4.7189189E-007 ;  5.4400000E+002
 4.7270270E-007 ;  5.5500000E+002
 4.7351351E-007 ;  5.1500000E+002
 4.7432432E-007 ;  5.3800000E+002
 4.7513514E-007 ;  5.4600000E+002
 4.7594595E-007 ;  5.7500000E+002
 4.7675676E-007 ;  5.6700000E+002
 4.7756757E-007 ;  5.6200000E+002
 4.7837838E-007 ;  5.6200000E+002
 4.7918919E-007 ;  5.6900000E+002
 4.8000000E-007 ;  5.4300000E+002
 4.8081081E-007 ;  6.0800000E+002
 4.8162162E-007 ;  5.7800000E+002
 4.8243243E-007 ;  5.9800000E+002
 4.8324324E-007 ;  5.4000000E+002
 4.8405405E-007 ;  5.3300000E+002
 4.8486486E-007 ;  6.1000000E+002
 4.8567568E-007 ;  5.5700000E+002
 4.8648649E-007 ;  6.2500000E+002
 4.8729730E-007 ;  5.7400000E+002
 4.8810811E-007 ;  6.4600000E+002
 4.8891892E-007 ;  6.3000000E+002
 4.8972973E-007 ;  5.7600000E+002
 4.9054054E-007 ;  5.7800000E+002
 4.9135135E-007 ;  5.4000000E+002
 4.9216216E-007 ;  5.8200000E+002
 4.9297297E-007 ;  5.6600000E+002
 4.9378378E-007 ;  5.6500000E+002
 4.9459459E-007 ;  6.0400000E+002
 4.9540541E-007 ;  6.0800000E+002
 4.9621622E-007 ;  5.7200000E+002
 4.9702703E-007 ;  6.0200000E+002
 4.9783784E-007 ;  6.0900000E+002
 4.9864865E-007 ;  5.6900000E+002
 4.9945946E-007 ;  5.4300000E+002
 5.0027027E-007 ;  5.2400000E+002
 5.0108108E-007 ;  5.7100000E+002
 5.0189189E-007 ;  5.5000000E+002
